0.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	-1.000000	0.000000	
0.000000	0.100000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	-1.000000	0.000000	1.000000	0.000000	
0.000000	0.200000	1.000000	0.000000	1.000000	0.000000	-1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	
0.000000	0.300000	1.000000	0.000000	-1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	
0.000000	0.400000	-1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	
0.000000	0.500000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	-1.000000	0.000000	
0.000000	0.600000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	-1.000000	0.000000	1.000000	0.000000	
0.000000	0.700000	1.000000	0.000000	1.000000	0.000000	-1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	
0.000000	0.800000	1.000000	0.000000	-1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	
0.000000	0.900000	-1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	
0.000000	1.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	-1.000000	0.000000	
0.000000	1.100000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	-1.000000	0.000000	1.000000	0.000000	
0.000000	1.200000	1.000000	0.000000	1.000000	0.000000	-1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	
0.000000	1.300000	1.000000	0.000000	-1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	
0.000000	1.400000	-1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	
0.000000	1.500000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	1.000000	0.000000	-1.000000	0.000000	
0.100000	0.000000	1.000000	0.000000	-0.025254	-0.000000	1.000000	0.000000	-1.000000	0.000000	1.124253	-2.014026	
0.100000	0.100000	0.173300	0.000000	2.676320	-0.000000	0.221827	-24.045849	2.090263	20.077315	53.255207	15.539168	
0.100000	0.200000	0.180036	0.000000	0.097356	-0.000000	0.220382	-28.574718	-30.831259	15.519475	-31.616695	46.318387	
0.100000	0.300000	0.178550	0.000000	2.286761	-0.000000	0.203214	-31.128634	-30.712971	7.225373	-95.518937	-22.291770	
0.100000	0.400000	0.160181	0.000000	-1.415945	0.000000	0.171064	-31.947820	-28.277886	7.215036	30.388648	15.355729	
0.100000	0.500000	0.184138	0.000000	1.845852	-0.000000	0.126239	-30.196672	-44.706798	4.047612	-207.566161	-21.911520	
0.100000	0.600000	0.221176	0.000000	1.231515	-0.000000	0.072866	-28.613490	-1.907575	6.405391	-25.249548	0.493228	
0.100000	0.700000	0.188549	0.000000	1.826908	-0.000000	0.017203	-25.306124	12.087987	8.206525	39.866568	-9.438140	
0.100000	0.800000	0.137030	0.000000	-2.881489	0.000000	-0.034221	-22.492070	14.501814	10.446493	-14.751543	-2.854742	
0.100000	0.900000	0.173155	0.000000	1.267898	-0.000000	-0.076654	-20.609467	24.842909	17.904413	83.082314	18.041013	
