0.000000	0.000000	1.060592	0.000000	1.008464	0.000000	1.024993	0.000000	0.935415	0.000000	0.980018	0.000000
0.150000	0.000000	0.994017	0.000000	0.987973	0.000000	1.004535	0.000000	0.913820	0.000000	0.935367	0.000000
0.300000	0.000000	0.960224	0.000000	0.972571	0.000000	0.996533	0.000000	0.872600	0.000000	0.878891	0.000000
0.450000	0.000000	0.941178	0.000000	0.960589	0.000000	0.995116	0.000000	0.826355	0.000000	0.818094	0.000000
0.600000	0.000000	0.939941	0.000000	0.951202	0.000000	0.993602	0.000000	0.780162	0.000000	0.740130	0.000000
0.750000	0.000000	0.940797	0.000000	0.943928	0.000000	0.991674	0.000000	0.736021	0.000000	0.665976	0.000000
0.900000	0.000000	0.953974	0.000000	0.938431	0.000000	0.993511	0.000000	0.694375	0.000000	0.578265	0.000000
1.050000	0.000000	0.968677	0.000000	0.934465	0.000000	0.993270	0.000000	0.655097	0.000000	0.492938	0.000000
1.200000	0.000000	0.986122	0.000000	0.931805	0.000000	0.991299	0.000000	0.618052	0.000000	0.407599	0.000000
1.350000	0.000000	1.006295	0.000000	0.930282	0.000000	0.993073	0.000000	0.583181	0.000000	0.321935	0.000000
1.500000	0.000000	1.024504	0.000000	0.929730	0.000000	0.992997	0.000000	0.550401	0.000000	0.242905	0.000000
1.650000	0.000000	1.047584	0.000000	0.930018	0.000000	0.991151	0.000000	0.519583	0.000000	0.159689	0.000000
1.800000	0.000000	1.062287	0.000000	0.931041	0.000000	0.992566	0.000000	0.490770	0.000000	0.092605	0.000000
1.950000	0.000000	1.081284	0.000000	0.932699	0.000000	0.992137	0.000000	0.464227	0.000000	0.021843	0.000000
2.100000	0.000000	1.096162	0.000000	0.934919	0.000000	0.990774	0.000000	0.440025	0.000000	-0.039708	0.000000
2.250000	0.000000	1.109385	0.000000	0.937631	0.000000	0.992770	0.000000	0.417914	0.000000	-0.096007	0.000000
2.400000	0.000000	1.118492	0.000000	0.940799	0.000000	0.992175	0.000000	0.397769	0.000000	-0.143324	0.000000
2.550000	0.000000	1.124159	0.000000	0.944357	0.000000	0.990840	0.000000	0.379465	0.000000	-0.182831	0.000000
2.700000	0.000000	1.133677	0.000000	0.948262	0.000000	0.993290	0.000000	0.362662	0.000000	-0.225912	0.000000
2.850000	0.000000	1.131972	0.000000	0.952479	0.000000	0.992668	0.000000	0.347013	0.000000	-0.249304	0.000000
3.000000	0.000000	1.133595	0.000000	0.956950	0.000000	0.990882	0.000000	0.332407	0.000000	-0.275657	0.000000
3.150000	0.000000	1.132550	0.000000	0.961632	0.000000	0.993067	0.000000	0.318899	0.000000	-0.295783	0.000000
3.300000	0.000000	1.132190	0.000000	0.966466	0.000000	0.992774	0.000000	0.306328	0.000000	-0.315001	0.000000
3.450000	0.000000	1.127769	0.000000	0.971419	0.000000	0.991230	0.000000	0.294432	0.000000	-0.326045	0.000000
3.600000	0.000000	1.122557	0.000000	0.976433	0.000000	0.992825	0.000000	0.283254	0.000000	-0.334114	0.000000
3.750000	0.000000	1.122907	0.000000	0.981468	0.000000	0.992394	0.000000	0.272915	0.000000	-0.349142	0.000000
3.900000	0.000000	1.115461	0.000000	0.986496	0.000000	0.991904	0.000000	0.262978	0.000000	-0.350534	0.000000
4.050000	0.000000	1.114493	0.000000	0.991481	0.000000	0.993812	0.000000	0.252872	0.000000	-0.360496	0.000000
4.200000	0.000000	1.110779	0.000000	0.996405	0.000000	0.992997	0.000000	0.242254	0.000000	-0.364811	0.000000
4.350000	0.000000	1.108911	0.000000	1.001255	0.000000	0.992740	0.000000	0.230611	0.000000	-0.370678	0.000000
4.500000	0.000000	1.103925	0.000000	1.006044	0.000000	0.994405	0.000000	0.217587	0.000000	-0.370432	0.000000
4.650000	0.000000	1.096532	0.000000	1.010755	0.000000	0.992910	0.000000	0.203162	0.000000	-0.365283	0.000000
4.800000	0.000000	1.087685	0.000000	1.015394	0.000000	0.992225	0.000000	0.187535	0.000000	-0.356773	0.000000
4.950000	0.000000	1.067258	0.000000	1.019979	0.000000	0.993460	0.000000	0.171105	0.000000	-0.329257	0.000000
5.100000	0.000000	1.048846	0.000000	1.024496	0.000000	0.992230	0.000000	0.154143	0.000000	-0.303894	0.000000
5.250000	0.000000	1.020744	0.000000	1.028932	0.000000	0.991815	0.000000	0.136802	0.000000	-0.262669	0.000000
5.400000	0.000000	0.990787	0.000000	1.033278	0.000000	0.992319	0.000000	0.119570	0.000000	-0.217812	0.000000
5.550000	0.000000	0.955962	0.000000	1.037542	0.000000	0.991154	0.000000	0.102931	0.000000	-0.164698	0.000000
5.700000	0.000000	0.920103	0.000000	1.041682	0.000000	0.991573	0.000000	0.086926	0.000000	-0.109437	0.000000
5.850000	0.000000	0.884453	0.000000	1.045680	0.000000	0.991417	0.000000	0.071949	0.000000	-0.054052	0.000000
6.000000	0.000000	0.842131	0.000000	1.049543	0.000000	0.989645	0.000000	0.058692	0.000000	0.012060	0.000000
6.150000	0.000000	0.807458	0.000000	1.053245	0.000000	0.991109	0.000000	0.047319	0.000000	0.066616	0.000000
6.300000	0.000000	0.768325	0.000000	1.056754	0.000000	0.991534	0.000000	0.037728	0.000000	0.128250	0.000000
6.450000	0.000000	0.733056	0.000000	1.060057	0.000000	0.989332	0.000000	0.030020	0.000000	0.184008	0.000000
